Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
7/21/21 22:30,Benicia,CA,USA,Sphere,,"Sphere of light appears, changes direction and position, changes size, repeats.",12/19/21,
7/21/21 21:30,Malvern,OH,USA,Other,,"4 solid L shaped blushes green lights, I have the picture",8/16/21,
7/21/21 21:24,Napavine(?),WA,USA,Triangle,60 seconds,White sparkling lights in a triangle stationary in the sky,8/16/21,
7/21/21 21:00,Elmira,NY,USA,Cigar,40 minutes,"Tic-Tac shaped, wingless and no propulsion in the evening.",8/16/21,
7/21/21 20:00,Macon,GA,USA,Formation,15 minutes,"They came from the East in tight formation at first, grouped together, they were black circular objects yet shining due to the setting",8/16/21,
7/21/21 05:30,Springfield,OR,USA,Circle,About 1 minute,"A stationary red circle moves down straight in sky, emits light, stops briefly and moves in a perfect straight line to its left.",8/16/21,
7/21/21 05:27,Star Valley,AZ,USA,,,MADAR Node 53,8/16/21,
7/21/21 03:01,Richboro,PA,USA,Circle,Ongoing,Perfectly circular formation of even pure white light of intense luminosity,8/16/21,
7/20/21 22:30,Spokane Valley,WA,USA,Other,2-3 minutes,ISS bracketed by 4 moving objects that looked like regular stars..,8/16/21,
7/20/21 09:18,Van Horn,TX,USA,Unknown,09:18,UFO sighting during Blue Origin launch.,8/16/21,
7/19/21 22:25,Calumet Park,IL,USA,Light,5 minutes,Rapid object with red lights hovered at high altitude over Chicago.,8/16/21,
7/19/21 22:00,Winter,WI,USA,Triangle,1 hour,Triangular shaped brilliant light above roof,8/16/21,
7/19/21 22:00,Derry (Ireland),,Ireland,Circle,1 minute,While in aircraft,8/16/21,
7/19/21 19:35,Philadelphia,PA,USA,Circle,3- 5 seconds,Several round white object sight near my flight traveling in opposite direction at a high rate of speed.,8/16/21,
7/19/21 14:48,Star Valley,AZ,USA,,,MADAR Node 53,8/16/21,
7/18/21 22:00,San Marcos,TX,USA,Other,4-6 minutes,A long flickering shape went across the sky slowly and as it got out of view other lights started to appear closer than the original,3/4/22,
7/18/21 17:45,Staten Island,NY,USA,Other,approx.20 sec,"On Sunday, July 18, 2021, I was sitting on Midland Beach on Staten Island, with my back to the water. I was gazing at the different la",8/16/21,
7/18/21 04:00,Reading,PA,USA,Light,5 seconds,WHITE DOT IN PA,8/16/21,
7/18/21 01:00,Fort Wayne,IN,USA,Unknown,Around 3ish seconds,Saw A Light Flash around before a flash circled with another,8/16/21,
7/18/21 01:00,Shoreview,MN,USA,Oval,31 seconds,Lights hovering,12/19/21,
7/18/21 00:25,Estes Park,CO,USA,,,MADAR Node 156,8/16/21,
7/17/21 23:05,Dallas,OR,USA,Unknown,10 seconds,It was a star like object with a quick back and forth in a zigzag type of way then it disappeared.,8/16/21,
7/17/21 23:00,Wyoming,MN,USA,Light,10 min,"One light, morphed into two bright balls of light.",8/16/21,
7/17/21 22:30,Spokane,WA,USA,,20 min,,8/16/21,
7/17/21 20:30,Clifton,NJ,USA,Cone,9 days (most days sunset,"Black/silver cones, dome top, red(0/20mph)/white(60mph). Aliens use invisibility cloaks are illuminated by light above/dim light behind",8/16/21,
7/17/21 20:30,Clifton,NJ,USA,Other,10 days+,"1 blue line, 2 red glowing domes. Almost transparent entities (dim direct light behind them, illuminated by direct light above them.)",8/16/21,
7/17/21 00:00,Normandy Park,WA,USA,Changing,>20 minutes,"One section of the sky lit up over the sound between Vashon island and Normandy park, the bright light subsided a bit and an object app",8/16/21,
7/16/21 23:45,Odessa (Starkey Ranch),FL,USA,Sphere,15 seconds,3 spherical objects flying in formation,3/4/22,
7/16/21 23:00,Hutto,TX,USA,Circle,2 min,Hutto tx. White silent orbs 2nd sighting,8/16/21,
7/16/21 22:30,Claremont,NH,USA,Light,20 mins,Circular white light instant acceleration defy forces of gravity no sound Claremont self storage Washington street,8/16/21,
7/16/21 14:10,smiths falls,ON,Canada,Oval,unknown,Clear photographic evidence of a red/orange missile shaped craft carrying a large being,8/16/21,
7/16/21 05:40,Homestead,FL,USA,Fireball,1 minute,Silent Ball of Light going at fast speeds.,8/16/21,
7/15/21 21:30,Austin,TX,USA,Light,30 seconds,Flying Object in Space that sped away quickly.,8/16/21,
7/15/21 21:00,Tellico plains,TN,USA,Triangle,5 minutes,"I saw a black triangle three times, once over my house and once over a field and once following me home.",3/4/22,
7/15/21 20:45,Colorado Springs,CO,USA,Flash,5 sec,"I was sitting on my sofa watching TV and the patio slider door was to my left. In my peripheral vision, I saw a very large, yellow, br",8/16/21,
7/15/21 19:53,Eagle Nest,NM,USA,Light,15 seconds,Bright light flying in sky,10/19/21,
7/15/21 16:00,Khabarovsk,Khabarovsk Krai,Russia,Circle,probably 15 minutes.,"3 objects, one smaller than others. 2 giant circles had purple lights on the edges. Perhaps for hypnosis.",9/9/22,
7/15/21 06:00,Shoreline,WA,USA,,3 minutes,"I know this is not UFO related BUT I really, really got scared by hearing some woman's voice from somewhere saying something like It's",8/16/21,
7/15/21 01:30,Cambria,CA,USA,Light,5 minutes,Strange multiple colors lights,8/16/21,
7/14/21 23:30,Albuquerque,NM,USA,Triangle,Approximately 2 hours,I went outside to smoke a cigarette and looked up to see all this happening. Tonight approximately 00:00 I saw the same thing I will se,8/16/21,
7/14/21 23:00,Clifton Forge,VA,USA,Fireball,10 seconds,Bright orange fireball loiters for 4 hours over rural town.,8/16/21,
7/14/21 13:30,Waymansville,IN,USA,,3 hours,Lost time,3/4/22,
7/14/21 03:00,Bishopville,SC,USA,Light,20 minutes,Saw a star looking object darting back and forth between other stars at a rapid speed.,9/7/21,
7/13/21 23:00,Fort wayne,IN,USA,Other,Around 2 hours,"Me and my Cousin saw 3 UFOs. Its Dangerous in my opinion, ive Seen multiple in the last month all around Fort Wayne, apart from this.",8/16/21,
7/13/21 21:52,State College,PA,USA,Unknown,6 minutes,Bright green flashing light in the sky hovering in a weird shaped craft. Incredible speed as the craft zoomed away.,8/16/21,
7/13/21 21:30,Winston-Salem,NC,USA,Light,38 second video footage,moving lights came across left side of sky changed direction and disappeared,12/19/21,
7/13/21 18:00,,Hertfordshire,United Kingdom,Changing,5 minutes,The biggest spacecraft maybe mothership,4/22/22,
7/13/21 03:30,Tonopah,AZ,USA,Light,3 hours,Seen about 10 ufos in Tonopah Arizona.,9/7/21,
7/12/21 23:00,Pacific,WA,USA,Chevron,15 seconds,"I saw a large 300 sq ft Chevron shaped object in the sky, very bright white in color, it took off at an extremely high rate of speed fr",8/16/21,
7/12/21 22:16,Lewes,DE,USA,Triangle,4 seconds,Triangle shape craft with lights at points and center made low turn over tree line and disappeared into trees.,8/16/21,
7/12/21 22:00,Kansas City,MO,USA,,20 minutes,Large beam/halo of light hovering in the sky,8/16/21,
7/12/21 09:40,Alton,IL,USA,Other,Leaving work,I was looking at the moon we had that night and as I looked down to the pictures I took I seen something I didn't see in the sky nor in,8/16/21,
7/12/21 01:00,Reno,NV,USA,Light,Ten minutes,3 bright lights not connected all in a row,4/22/22,
7/12/21 00:53,Snohomish,WA,USA,Changing,2 min,"Please see my video on YouTube (I can send original too if needed). The video is unedited. I don't monetize, but post for friends. I",8/16/21,
7/11/21 23:30,Sultan,WA,USA,Triangle,2mins,Stepped outside around 11:30 pm was looking south east and saw a faded triangle shape light fly from west to east at a very high speed,8/16/21,
7/11/21 19:15,"Happy Valley Goose Bay, Labrador (120 kms away at cabin)",NF,Canada,Changing,7:15 PM-8:25 PM Stealtcam,various pictures taken with stealth cam showing one object breaking into two objects sending light beams to the ground then going back,9/9/22,Yes
7/11/21 18:08,Toowoomba (Australia),,Australia,Circle,15 minutes,It is bright and circular it moves slowly an slowly rotates and has three light on the bottom of the craft My address is ((deleted)),8/16/21,
7/11/21 13:48,Corbett,OR,USA,Light,Picture taken phone,Tic tac white round spots in sky over Crown Point from a picture taken from phone while driving,5/31/22,Yes
7/11/21 08:30,Fremont,CA,USA,Oval,20mins,Oval shaped looked like a tic tac lighting over it couldnt see it clearly,8/16/21,
7/10/21 22:00,Pawtucket,RI,USA,Formation,15 minutes,Strange Silent Orbs of Light in Formation,11/15/21,
7/10/21 21:30,Mustang Island,TX,USA,,3-minutes,"Orb grouping, along with oblong shaped object, lit in white light",8/16/21,
7/10/21 21:30,Los Angeles,CA,USA,Triangle,15-20 minutes,"Bright yellow lights shifting from triangle formation to line formation, lasted about 20 minutes seen west of USC.",9/7/21,
7/10/21 21:20,Superior,WI,USA,Light,10 seconds,Objected moved from west to east over Lake Superior and disappeared.,8/16/21,
7/10/21 21:15,Rehoboth Beach,DE,USA,Sphere,5-7 minutes,6 orange globes in the night sky over Rehoboth Beach.,8/16/21,
7/10/21 21:00,Kas Antalya (Turkey),Antalya Province,Turkey,Formation,Picture,Noticed in a picture,3/4/22,Yes
7/10/21 14:00,Lockhart,TX,USA,Rectangle,3 min,I noticed a iridescent line in the sky changed the contrast in photo and realized there was something hidden in plain sight,10/19/21,
7/10/21 12:00,Frederick,MD,USA,Other,10 minutes,Black object hovering in daytime sky,8/16/21,
7/10/21 10:15,Westerly,RI,USA,Triangle,12 seconds,"We were sitting in the back yard by the fire pit talking. It was a clear night sky. After about an hour, I happened to look up and saw",8/16/21,
7/10/21 09:20,Indianapolis,IN,USA,Circle,9:28,2 lights/No Sound/ 45% between them. Hovering over neighborhood,8/16/21,
7/10/21 03:30,Kenton,OK,USA,Triangle,40 seconds,"Equilateral triangle with a dim stationary light in each corner with the center being translucent, as stars were seen in the center",8/16/21,
7/10/21 00:59,Oklahoma city,OK,USA,Other,5 to 10 seconds,It flew right in front of me and disappeared,5/31/22,
7/10/21 00:15,Sarasota,FL,USA,Disk,8 days,Many UFOs gathering in the night sky above Sarasota. Noticed 1 on 7/10/2021 and the sky has been full of them since.,8/16/21,
7/9/21 22:42,Rathdrum,ID,USA,Light,1,Small floating light/disk. Hovered for about a minute getting brighter and duller. It then started to move further away and disappeared,10/19/21,
7/9/21 22:14,Galt,,,Circle,3 to 4 minutes,Saw orbs circular bright lights forming triangle shapes .. darting away at light speed,6/22/22,
7/9/21 21:30,Brewster,MA,USA,Light,Several minutes,White dots moving across the sky.,8/16/21,
7/9/21 12:48,Deep River (Canada),ON,USA,,,MADAR Node 59,8/16/21,
7/9/21 08:00,Denver,CO,USA,Oval,15 mins,UAP,8/16/21,
7/9/21 06:10,Jonesboro,AR,USA,,,MADAR Node 143,8/16/21,
7/8/21 23:00,Superior,WI,USA,Circle,14 minutes,((NUFORC Note: Witness provides no detailed information about sighting. PD)),8/16/21,
7/8/21 23:00,Superior,WI,USA,Circle,14 minutes,"On this date and time my children and I seen a green light in the southern sky at a 35 degree angle from our visual , than it stoped fo",8/16/21,
7/8/21 22:00,Moorefield,WV,USA,Light,25 minutes,"Multiple non flashing lights (some were solid blue, some were red and others were kind of white) flying in all different direction all",8/16/21,
7/8/21 21:22,Richardson,TX,USA,Fireball,3:00,Large as the setting sun round orange molten sphere moving through the sky,8/16/21,
7/8/21 20:45,Commack,NY,USA,Triangle,4 min,Black triangle with 3 light in each corner and Orange middle hue hovering approx 200ft off ground,4/22/22,
7/8/21 19:24,Flatwoods,KY,USA,Changing,About 2-3 minutes roughly,I saw 6 orange orbs in the sky disappearing and reappearing in different areas. The orbs would go vast distances and stop on a dime.,3/4/22,
7/8/21 13:00,Rudolph,WI,USA,Circle,45 minutes,Working on boat 07/08/2021 around 13:00 sky was starting to cloud up .sun was behind a cloud.noticed circle white in color . Moving sid,8/16/21,
7/8/21 10:30,Sarasota,FL,USA,Triangle,~1 minute,Triangular craft silently glided right over my head when i was in the car,8/16/21,
7/8/21 08:59,Royal Palm Beach,FL,USA,,,MADAR Node 76,8/16/21,
7/8/21 03:16,Bremerton,WA,USA,Flash,10 minutes,Military jet side swiped by bright light from cloud cover it,8/16/21,
7/8/21 03:00,Surrey (Canada),British Columbia,Canada,Circle,10 MINETS,I WAS IN MY YARD 5 MINETS LATER IT SHINED A BEAM OF LIGHT ON ME IT WAS THERE 10 MINETS,3/4/22,
7/7/21 23:00,Oroville,CA,USA,Light,15 minutes,I was talking to my co-worker about seeing a lot of UFOs lately when I pointed out a star that was moving fast. It flew right at an air,8/16/21,
7/7/21 22:30,Paris,TX,USA,Circle,4-5 minutes,dancing white dot high in eastern sky,8/16/21,
7/7/21 13:40,Tacoma,WA,USA,Other,2 minutes,"July 7 2010, About 4:00 Pm Tacoma Wa. White silk sheet looking thing flapping in the wind, but moving through the sky using a swimmi",8/16/21,
7/7/21 13:05,Green Mountain,NC,USA,Other,Aprox 2 interv of 30 sec,Heard Ham-radio sounds,4/22/22,
7/7/21 12:45,El Centro (east of),CA,USA,Cigar,2 minutes,"Strange ""blimp-like"" object seen hovering over desert where military practice.",8/16/21,
7/7/21 01:23,Moscow,ID,USA,Light,30 min,"Object moving across sky west to east that was changing colors: red, yellow, green, blue, white.",7/31/21,
7/7/21 01:00,Natchitoches,LA,USA,Circle,4 hours,Ufo sightings and Mufon is also investigating.,8/16/21,
7/7/21 00:17,Vineland,NJ,USA,Circle,2-4 minutes,"My boyfriend and I were outside when we saw a red light in the sky. The light was bright, did not move until it shot upward & vanished.",8/16/21,
7/6/21 22:44,calgary,AB,Canada,Egg,within seconds,Possible objects in sky,6/22/22,Yes
7/6/21 21:40,Stonington,CT,USA,Oval,about 12 minutes,At about 9:40 for about 12 minutes I was playing with some friends and saw a oval shape craft moving in the sky that soon disappeared.,3/4/22,
7/6/21 21:15,Eldorado Hills-Placerville (Hwy 50,CA,USA,Triangle,30-60 seconds,"It appeared just as I crested over a hill, blatent and moving slowly and effortlessly just above the tree line.",3/4/22,
7/6/21 19:44,Chapel Hill,NC,USA,Other,3 film clips approx 6 min,"A friend of mine sent me 3 film clips of odd plasmas caught in his security cam. Almost seems like one group attacking another, sounds",9/9/22,
7/6/21 18:00,Cohasset,MA,USA,Other,45 mins,"UFO report Hello, I have seen several UFOs over the past few days. I typically use my energy to call them in. They come and I just tak",8/16/21,
7/6/21 16:04,Kansas City,MO,USA,,,MADAR Node 40,8/16/21,
7/6/21 11:40,Lebanon,OR,USA,Circle,30 minutes,Round orange shape that was bright and would have no light to it for minutes at a time Nd then eventually just was gone. Seemed to have,8/16/21,
7/5/21 22:00,Duxbury,MA,USA,Circle,,"It was a bit low and a bit behind the clouds but it was moving very slow and I knew that no plane can go that slow, it flew off after.",12/19/21,
7/5/21 22:00,Clinton,IA,USA,Other,2 minutes,Single white unidentified object detected in residential area.,8/16/21,
7/5/21 20:38,Walnut Creek,CA,USA,Changing,2 minutes,White rotating elongated object with ability to shape shift.,8/16/21,
7/5/21 13:00,Denver,CO,USA,Light,30 minutes,"Standing in the backyard, my house guest asked me to take a look at an object in the sky. It looked like as balloon at the height of ab",8/16/21,
7/5/21 10:00,Pueblo,CO,USA,Unknown,Still durating,"I feel our bodies are taken by E.T'S AND ALSO THE MIND OR BODY MAY ALSO BE POSSESSED BY PAST SPIRITS OF THE EVIL OR WHAT NOT SEX, AND M",8/16/21,
7/5/21 07:45,Tuscaloosa,AL,USA,Light,45 sec.,I have physical pictures of proof,8/16/21,
7/5/21 02:53,Detroit,MI,USA,Circle,1min,Saw in the sky three star sized lights moving rapidly and smoothly in a reverse triangle formation. Checked my phone compass and looks,8/16/21,
7/4/21 22:55,Newport News,VA,USA,Light,2 minutes,Was watching fireworks in my neighborhood when I noticed two distinct red lights. They moved from SW to NE. I estimate the distance bet,8/16/21,
7/4/21 22:00,Decatur,IL,USA,Circle,,Orange sphere shaped with halo of light around it,8/16/21,
7/4/21 22:00,Lincoln,MT,USA,Rectangle,15 minutes,"Rectangle Hovering Craft Over Lincoln, MT",8/16/21,
7/4/21 22:00,Fayetteville,PA,USA,Sphere,,3 UFOs flew over my house and I filmed the 3rd,12/19/21,
7/4/21 22:00,Peyton,CO,USA,Sphere,at least 4 hours,Bright cloud-emitting orb seen for over 4 hours in Colorado. ((NUFORC Note: Source of report is experienced astronomer. PD)),8/20/21,
7/4/21 21:50,West Jordan,UT,USA,Changing,51/2 minutes,Three witness White and red sphere that changed shapes near army base,8/16/21,
7/4/21 21:47,Crystal Lake,IL,USA,Light,10 minutes,I witnessed a bright light zoom quickly from the west that stopped perfectly stationary over Crystal Lake IL during the fireworks show,8/16/21,
7/4/21 21:00,San Juan Capistrano,CA,USA,Changing,> 1 hour,Object stood still also moved all directions turning to fuzzy ball then back.,10/19/21,
7/4/21 20:33,South Mills,NC,USA,Oval,1 second,Object moving with great speed noticed on video playback,8/16/21,
7/4/21 20:10,Phoenix,AZ,USA,Changing,2-3 min,3 bright sphere / orb objects over Phoenix Metro area,8/16/21,
7/4/21 20:00,Duxbury,MA,USA,Circle,15 seconds,"Me and sister saw, didnt know what it was and it shot back into clouds.",4/22/22,
7/4/21 19:25,brooklyn,MI,USA,Cigar,30 seconds,"flying and hovering craft from southwest moving north east, craft disappeared after approximately 30 seconds, flight was captured on fi",8/16/21,
7/4/21 17:00,Ocean city,NJ,USA,Light,.5 hour,Lights in sky on July 4th. ((Starlink satellites???)),8/16/21,
7/4/21 16:23,Independence,OR,USA,Disk,20 seconds,"I was driving, it was daylight and the sky was blue and clear, my passenger and I were discussing time as we were late for our event, I",8/16/21,
7/4/21 15:00,South Manitou Island,MI,USA,Oval,1 second,UFO caught on camera and captured with video. ((NUFORC Note: Object seen to the left of the person n video. PD)),3/4/22,Yes
7/4/21 13:40,Salem,OR,USA,Changing,10 minutes,Daughter was laying on floor by sliding glass door and started exclaiming about shiny birds. I ran over to see what she was talking abo,8/16/21,
7/4/21 09:49,Brighton,TN,USA,Triangle,15 seconds,"The bright orange /yellow lights smoothly and slowly glided across the sky, maintaining a triangular formation. The point of the tria",8/16/21,
7/4/21 04:30,Burbank,CA,USA,Other,3 minutes,Large White Aircraft Seeing Over Burbank,9/7/21,
7/4/21 03:45,Peoria,AZ,USA,Triangle,10 seconds,4 dim lights in shape of triangle,8/16/21,
7/4/21 02:30,Oil City,PA,USA,Diamond,Three seconds,Black Diamond,6/22/22,
7/4/21 01:27,Clearwater,FL,USA,Light,30 seconds,"Red light traveling from west to east over Clearwater, FL.",8/16/21,
7/4/21 00:04,Richmond,VA,USA,Changing,43 seconds,I witnessed several lights along with a bright light flying in the sky.,8/16/21,
7/3/21 23:01,South Hill West of Orting,WA,USA,Formation,3 mins,Lights in and out of formation over Orting towards Carbonado.,8/16/21,
7/3/21 23:00,McMinnville,OR,USA,Sphere,Few minutes maybe.,Low lights,4/22/22,
7/3/21 23:00,Montello,WI,USA,Oval,6 minutes,Bright light and moving fast,8/16/21,
7/3/21 22:30,Beverly Hills,FL,USA,Fireball,4 minutes,"I was sitting on my front porch facing the south, a bright light caught my eye. I saw this fire ball that was emitting light like the",8/16/21,
7/3/21 22:30,Berthoud,CO,USA,Sphere,7 Minutes,"Saw orb that faded from red to greenish blue, stayed perfectly still until attempt made to record video",8/16/21,
7/3/21 21:52,las vegas,NV,USA,Light,about 3 minutes or so,my co workers and I were outside our balcony on a break when we saw flying green lights in the sky,4/22/22,Yes
7/3/21 21:21,Tamarack,ID,USA,Oval,40 seconds,Shiny Sphere,8/16/21,
7/3/21 19:00,"Clarkston, Washington",WA,USA,Delta,5minutes,The ship did a backwards flip into an invisible cloak followed by two I dentical side by side Starlike satellites this ship looked like,4/22/22,
7/3/21 18:29,VENTNOR CITY,NJ,USA,Cylinder,40 seconds,"I have a picture of a rainbow with a UFO inside the rainbow, doing their research.",10/19/21,
